ID	Gene Name	Species	BBID	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
209043_at	3'-phosphoadenosine 5'-phosphosulfate synthase 1(PAPSS1)	Homo sapiens			Carbohydrate transport and metabolism,	GO:0000103~sulfate assimilation,GO:0001501~skeletal system development,GO:0016310~phosphorylation,GO:0050428~3'-phosphoadenosine 5'-phosphosulfate biosynthetic process,	GO:0005829~cytosol,	GO:0004020~adenylylsulfate kinase activity,GO:0004781~sulfate adenylyltransferase (ATP) activity,GO:0005524~ATP binding,GO:0016779~nucleotidyltransferase activity,	IPR002650:Sulphate adenylyltransferase,IPR002891:Adenylylsulphate kinase,IPR014729:Rossmann-like alpha/beta/alpha sandwich fold,IPR015947:PUA-like domain,IPR024951:Sulphate adenylyltransferase catalytic domain,IPR025980:ATP-sulfurylase PUA-like domain,IPR027417:P-loop containing nucleoside triphosphate hydrolase,	hsa00230:Purine metabolism,hsa00450:Selenocompound metabolism,hsa00920:Sulfur metabolism,hsa01100:Metabolic pathways,hsa01130:Biosynthesis of antibiotics,				3D-structure,Acetylation,ATP-binding,Complete proteome,Kinase,Multifunctional enzyme,Nucleotide-binding,Nucleotidyltransferase,Polymorphism,Reference proteome,Transferase,	active site:Phosphoserine intermediate,chain:Bifunctional 3'-phosphoadenosine 5'- phosphosulfate synthase 1,helix,mutagenesis site,nucleotide phosphate-binding region:ATP,region of interest:Adenylyl-sulfate kinase,region of interest:Sulfate adenylyltransferase,sequence conflict,sequence variant,short sequence motif:PP-motif,strand,turn,
203058_s_at, 203059_s_at, 203060_s_at	3'-phosphoadenosine 5'-phosphosulfate synthase 2(PAPSS2)	Homo sapiens				GO:0000103~sulfate assimilation,GO:0001501~skeletal system development,GO:0007596~blood coagulation,GO:0016310~phosphorylation,GO:0050428~3'-phosphoadenosine 5'-phosphosulfate biosynthetic process,GO:0060348~bone development,	GO:0005829~cytosol,	GO:0004020~adenylylsulfate kinase activity,GO:0004781~sulfate adenylyltransferase (ATP) activity,GO:0005524~ATP binding,GO:0016779~nucleotidyltransferase activity,	IPR002650:Sulphate adenylyltransferase,IPR002891:Adenylylsulphate kinase,IPR014729:Rossmann-like alpha/beta/alpha sandwich fold,IPR015947:PUA-like domain,IPR024951:Sulphate adenylyltransferase catalytic domain,IPR025980:ATP-sulfurylase PUA-like domain,IPR027417:P-loop containing nucleoside triphosphate hydrolase,	hsa00230:Purine metabolism,hsa00450:Selenocompound metabolism,hsa00920:Sulfur metabolism,hsa01100:Metabolic pathways,hsa01130:Biosynthesis of antibiotics,	612847~Brachyolmia 4 with mild epiphyseal and metaphyseal changes,			3D-structure,Acetylation,Alternative splicing,ATP-binding,Complete proteome,Disease mutation,Dwarfism,Kinase,Multifunctional enzyme,Nucleotide-binding,Nucleotidyltransferase,Polymorphism,Reference proteome,Transferase,	active site:Phosphoserine intermediate,chain:Bifunctional 3'-phosphoadenosine 5'- phosphosulfate synthase 2,helix,nucleotide phosphate-binding region:ATP,region of interest:Adenylyl-sulfate kinase,region of interest:Sulfate adenylyltransferase,sequence conflict,sequence variant,short sequence motif:PP-motif,splice variant,strand,turn,
202539_s_at, 202540_s_at	3-hydroxy-3-methylglutaryl-CoA reductase(HMGCR)	Homo sapiens				GO:0006695~cholesterol biosynthetic process,GO:0006743~ubiquinone metabolic process,GO:0007568~aging,GO:0007584~response to nutrient,GO:0008299~isoprenoid biosynthetic process,GO:0008542~visual learning,GO:0010664~negative regulation of striated muscle cell apoptotic process,GO:0010666~positive regulation of cardiac muscle cell apoptotic process,GO:0015936~coenzyme A metabolic process,GO:0032874~positive regulation of stress-activated MAPK cascade,GO:0043407~negative regulation of MAP kinase activity,GO:0045445~myoblast differentiation,GO:0045471~response to ethanol,GO:0045908~negative regulation of vasodilation,GO:0048643~positive regulation of skeletal muscle tissue development,GO:0048661~positive regulation of smooth muscle cell proliferation,GO:0051262~protein tetramerization,GO:0055114~oxidation-reduction process,GO:0061045~negative regulation of wound healing,GO:0061179~negative regulation of insulin secretion involved in cellular response to glucose stimulus,GO:0070374~positive regulation of ERK1 and ERK2 cascade,	GO:0005778~peroxisomal membrane,GO:0005783~endoplasmic reticulum,GO:0005789~endoplasmic reticulum membrane,GO:0016021~integral component of membrane,	GO:0004420~hydroxymethylglutaryl-CoA reductase (NADPH) activity,GO:0005515~protein binding,GO:0042282~hydroxymethylglutaryl-CoA reductase activity,GO:0042803~protein homodimerization activity,GO:0050661~NADP binding,GO:0050662~coenzyme binding,GO:0051721~protein phosphatase 2A binding,GO:0070402~NADPH binding,	IPR000731:Sterol-sensing domain,IPR002202:Hydroxymethylglutaryl-CoA reductase, class I/II,IPR004554:Hydroxymethylglutaryl-CoA reductase, eukaryotic/arcaheal type,IPR004816:Hydroxymethylglutaryl-CoA reductase, metazoan,IPR009023:Hydroxymethylglutaryl-CoA reductase, class I/II, NAD/NADP-binding,IPR009029:Hydroxymethylglutaryl-CoA reductase, class I/II, substrate-binding,IPR023074:Hydroxymethylglutaryl-CoA reductase, class I/II, catalytic domain,IPR023076:Hydroxymethylglutaryl-CoA reductase, class I/II, conserved site,IPR023282:Hydroxymethylglutaryl-CoA reductase, N-terminal,	hsa00900:Terpenoid backbone biosynthesis,hsa01100:Metabolic pathways,hsa01130:Biosynthesis of antibiotics,hsa04152:AMPK signaling pathway,hsa04976:Bile secretion,	Low density lipoprotein cholesterol level QTL 3~Low density lipoprotein cholesterol level QTL 3,Statins, attenuated cholesterol lowering by~Statins, attenuated cholesterol lowering by,			3D-structure,Alternative splicing,Cholesterol biosynthesis,Cholesterol metabolism,Complete proteome,Endoplasmic reticulum,Glycoprotein,Isopeptide bond,Lipid biosynthesis,Lipid metabolism,Membrane,NADP,Oxidoreductase,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Steroid biosynthesis,Steroid metabolism,Sterol biosynthesis,Sterol metabolism,Transmembrane,Transmembrane helix,Ubl conjugation,	active site:Charge relay system,active site:Proton donor,chain:3-hydroxy-3-methylglutaryl-coenzyme A reductase,glycosylation site:N-linked (GlcNAc...),helix,region of interest:Catalytic,region of interest:Linker,sequence variant,splice variant,strand,transmembrane region,turn,
205822_s_at, 221750_at	3-hydroxy-3-methylglutaryl-CoA synthase 1(HMGCS1)	Homo sapiens		h_s1pPathway:SREBP control of lipid synthesis,		GO:0001889~liver development,GO:0006629~lipid metabolic process,GO:0006695~cholesterol biosynthetic process,GO:0007420~brain development,GO:0008299~isoprenoid biosynthetic process,GO:0008584~male gonad development,GO:0009645~response to low light intensity stimulus,GO:0014074~response to purine-containing compound,GO:0033197~response to vitamin E,GO:0042493~response to drug,GO:0046690~response to tellurium ion,GO:0055094~response to lipoprotein particle,GO:0071372~cellular response to follicle-stimulating hormone stimulus,GO:0071397~cellular response to cholesterol,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0005886~plasma membrane,	GO:0004421~hydroxymethylglutaryl-CoA synthase activity,GO:0008144~drug binding,GO:0016853~isomerase activity,GO:0042803~protein homodimerization activity,GO:0043177~organic acid binding,	IPR000590:Hydroxymethylglutaryl-coenzyme A synthase, active site,IPR010122:Hydroxymethylglutaryl-CoA synthase, eukaryotic,IPR013528:Hydroxymethylglutaryl-coenzyme A synthase, N-terminal,IPR013746:Hydroxymethylglutaryl-coenzyme A synthase C-terminal,IPR016039:Thiolase-like,	hsa00072:Synthesis and degradation of ketone bodies,hsa00280:Valine, leucine and isoleucine degradation,hsa00650:Butanoate metabolism,hsa00900:Terpenoid backbone biosynthesis,hsa01100:Metabolic pathways,hsa01130:Biosynthesis of antibiotics,				3D-structure,Acetylation,Cholesterol biosynthesis,Cholesterol metabolism,Complete proteome,Cytoplasm,Lipid biosynthesis,Lipid metabolism,Phosphoprotein,Proteomics identification,Reference proteome,Steroid biosynthesis,Steroid metabolism,Sterol biosynthesis,Sterol metabolism,Transferase,	chain:Hydroxymethylglutaryl-CoA synthase, cytoplasmic,helix,modified residue,mutagenesis site,sequence conflict,strand,turn,
204607_at	3-hydroxy-3-methylglutaryl-CoA synthase 2(HMGCS2)	Homo sapiens				GO:0006695~cholesterol biosynthetic process,GO:0008299~isoprenoid biosynthetic process,GO:0046951~ketone body biosynthetic process,	GO:0005739~mitochondrion,GO:0005743~mitochondrial inner membrane,GO:0005759~mitochondrial matrix,	GO:0004421~hydroxymethylglutaryl-CoA synthase activity,	IPR000590:Hydroxymethylglutaryl-coenzyme A synthase, active site,IPR010122:Hydroxymethylglutaryl-CoA synthase, eukaryotic,IPR013528:Hydroxymethylglutaryl-coenzyme A synthase, N-terminal,IPR013746:Hydroxymethylglutaryl-coenzyme A synthase C-terminal,IPR016039:Thiolase-like,	hsa00072:Synthesis and degradation of ketone bodies,hsa00280:Valine, leucine and isoleucine degradation,hsa00650:Butanoate metabolism,hsa00900:Terpenoid backbone biosynthesis,hsa01100:Metabolic pathways,hsa01130:Biosynthesis of antibiotics,	605911~HMG-CoA synthase-2 deficiency,			3D-structure,Acetylation,Alternative splicing,Cholesterol biosynthesis,Cholesterol metabolism,Complete proteome,Disease mutation,Lipid biosynthesis,Lipid metabolism,Mitochondrion,Phosphoprotein,Reference proteome,Steroid biosynthesis,Steroid metabolism,Sterol biosynthesis,Sterol metabolism,Transferase,Transit peptide,	chain:Hydroxymethylglutaryl-CoA synthase, mitochondrial,helix,modified residue,sequence variant,strand,transit peptide:Mitochondrion,turn,
219654_at	3-hydroxyacyl-CoA dehydratase 1(HACD1)	Homo sapiens				GO:0006633~fatty acid biosynthetic process,GO:0007275~multicellular organism development,GO:0010811~positive regulation of cell-substrate adhesion,GO:0030148~sphingolipid biosynthetic process,GO:0030497~fatty acid elongation,GO:0034622~cellular macromolecular complex assembly,GO:0035338~long-chain fatty-acyl-CoA biosynthetic process,GO:0042761~very long-chain fatty acid biosynthetic process,GO:0071529~cementum mineralization,	GO:0005783~endoplasmic reticulum,GO:0005789~endoplasmic reticulum membrane,GO:0016021~integral component of membrane,GO:0030176~integral component of endoplasmic reticulum membrane,	GO:0018812~3-hydroxyacyl-CoA dehydratase activity,GO:0019899~enzyme binding,GO:0046848~hydroxyapatite binding,GO:0080023~3R-hydroxyacyl-CoA dehydratase activity,GO:0102344~3-hydroxy-behenoyl-CoA dehydratase activity,GO:0102345~3-hydroxy-lignoceroyl-CoA dehydratase activity,	IPR007482:Protein-tyrosine phosphatase-like, PTPLA,	hsa00062:Fatty acid elongation,hsa01040:Biosynthesis of unsaturated fatty acids,hsa01212:Fatty acid metabolism,				Alternative splicing,Complete proteome,Developmental protein,Endoplasmic reticulum,Fatty acid biosynthesis,Fatty acid metabolism,Glycoprotein,Lipid biosynthesis,Lipid metabolism,Lyase,Membrane,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Transmembrane,Transmembrane helix,	chain:Protein-tyrosine phosphatase-like member A,glycosylation site:N-linked (GlcNAc...),modified residue,sequence conflict,sequence variant,splice variant,transmembrane region,
212640_at	3-hydroxyacyl-CoA dehydratase 2(HACD2)	Homo sapiens				GO:0030148~sphingolipid biosynthetic process,GO:0030497~fatty acid elongation,GO:0035338~long-chain fatty-acyl-CoA biosynthetic process,GO:0042761~very long-chain fatty acid biosynthetic process,	GO:0005783~endoplasmic reticulum,GO:0005789~endoplasmic reticulum membrane,GO:0016021~integral component of membrane,GO:0030176~integral component of endoplasmic reticulum membrane,	GO:0004725~protein tyrosine phosphatase activity,GO:0005515~protein binding,GO:0018812~3-hydroxyacyl-CoA dehydratase activity,GO:0019899~enzyme binding,GO:0080023~3R-hydroxyacyl-CoA dehydratase activity,GO:0102344~3-hydroxy-behenoyl-CoA dehydratase activity,GO:0102345~3-hydroxy-lignoceroyl-CoA dehydratase activity,	IPR007482:Protein-tyrosine phosphatase-like, PTPLA,	hsa00062:Fatty acid elongation,hsa01040:Biosynthesis of unsaturated fatty acids,hsa01212:Fatty acid metabolism,				Acetylation,Complete proteome,Endoplasmic reticulum,Fatty acid biosynthesis,Fatty acid metabolism,Glycoprotein,Lipid biosynthesis,Lipid metabolism,Lyase,Membrane,Proteomics identification,Reference proteome,Transmembrane,Transmembrane helix,	chain:Protein-tyrosine phosphatase-like member B,compositionally biased region:Poly-Gly,glycosylation site:N-linked (GlcNAc...),modified residue,transmembrane region,
217777_s_at	3-hydroxyacyl-CoA dehydratase 3(HACD3)	Homo sapiens				GO:0007249~I-kappaB kinase/NF-kappaB signaling,GO:0007257~activation of JUN kinase activity,GO:0007264~small GTPase mediated signal transduction,GO:0007266~Rho protein signal transduction,GO:0016601~Rac protein signal transduction,GO:0030148~sphingolipid biosynthetic process,GO:0030497~fatty acid elongation,GO:0042761~very long-chain fatty acid biosynthetic process,GO:0043547~positive regulation of GTPase activity,GO:0045070~positive regulation of viral genome replication,GO:0046726~positive regulation by virus of viral protein levels in host cell,	GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005783~endoplasmic reticulum,GO:0005925~focal adhesion,GO:0016021~integral component of membrane,GO:0030176~integral component of endoplasmic reticulum membrane,GO:0031965~nuclear membrane,	GO:0005096~GTPase activator activity,GO:0005515~protein binding,GO:0018812~3-hydroxyacyl-CoA dehydratase activity,GO:0019899~enzyme binding,GO:0102344~3-hydroxy-behenoyl-CoA dehydratase activity,GO:0102345~3-hydroxy-lignoceroyl-CoA dehydratase activity,	IPR007052:CS-like domain,IPR007482:Protein-tyrosine phosphatase-like, PTPLA,IPR008978:HSP20-like chaperone,	hsa00062:Fatty acid elongation,hsa01040:Biosynthesis of unsaturated fatty acids,hsa01212:Fatty acid metabolism,				Acetylation,Alternative splicing,Coiled coil,Complete proteome,Endoplasmic reticulum,Fatty acid biosynthesis,Fatty acid metabolism,Lipid biosynthesis,Lipid metabolism,Lyase,Membrane,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Transmembrane,Transmembrane helix,	chain:Protein tyrosine phosphatase-like protein PTPLAD1,compositionally biased region:Poly-Arg,compositionally biased region:Poly-Lys,domain:CS,modified residue,sequence conflict,sequence variant,transmembrane region,
205657_at	3-hydroxyanthranilate 3,4-dioxygenase(HAAO)	Homo sapiens				GO:0006569~tryptophan catabolic process,GO:0010043~response to zinc ion,GO:0019805~quinolinate biosynthetic process,GO:0034354~'de novo' NAD biosynthetic process from tryptophan,GO:0043420~anthranilate metabolic process,GO:0046686~response to cadmium ion,GO:0046874~quinolinate metabolic process,GO:0055114~oxidation-reduction process,GO:0070050~neuron cellular homeostasis,	GO:0005829~cytosol,GO:0070062~extracellular exosome,	GO:0000334~3-hydroxyanthranilate 3,4-dioxygenase activity,GO:0005506~iron ion binding,GO:0005515~protein binding,GO:0008198~ferrous iron binding,GO:0009055~electron carrier activity,	IPR010329:3-hydroxyanthranilic acid dioxygenase,IPR011051:RmlC-like cupin domain,IPR014710:RmlC-like jelly roll fold,IPR016700:3-hydroxyanthranilate 3, 4-dioxygenase, metazoan,	hsa00380:Tryptophan metabolism,hsa01100:Metabolic pathways,		PIRSF017681:3-hydroxyanthranilate 3,4-dioxygenase, animal type,		3D-structure,Alternative splicing,Complete proteome,Cytoplasm,Dioxygenase,Iron,Metal-binding,Oxidoreductase,Polymorphism,Proteomics identification,Pyridine nucleotide biosynthesis,Reference proteome,	binding site:Dioxygen,binding site:Substrate,chain:3-hydroxyanthranilate 3,4-dioxygenase,helix,metal ion-binding site:Iron; catalytic,sequence variant,splice variant,strand,turn,
211715_s_at	3-hydroxybutyrate dehydrogenase, type 1(BDH1)	Homo sapiens				GO:0046951~ketone body biosynthetic process,GO:0046952~ketone body catabolic process,GO:0055114~oxidation-reduction process,	GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005759~mitochondrial matrix,GO:0099617~matrix side of mitochondrial inner membrane,	GO:0003858~3-hydroxybutyrate dehydrogenase activity,GO:0016491~oxidoreductase activity,	IPR002347:Glucose/ribitol dehydrogenase,IPR016040:NAD(P)-binding domain,IPR020904:Short-chain dehydrogenase/reductase, conserved site,	hsa00072:Synthesis and degradation of ketone bodies,hsa00650:Butanoate metabolism,hsa01100:Metabolic pathways,				Acetylation,Allosteric enzyme,Complete proteome,Glycoprotein,Membrane,Mitochondrion,Mitochondrion inner membrane,NAD,Oxidoreductase,Phosphoprotein,Proteomics identification,Reference proteome,Transit peptide,	active site:Proton acceptor,binding site:Substrate,chain:D-beta-hydroxybutyrate dehydrogenase, mitochondrial,modified residue,nucleotide phosphate-binding region:NAD,sequence conflict,transit peptide:Mitochondrion,
218285_s_at	3-hydroxybutyrate dehydrogenase, type 2(BDH2)	Homo sapiens				GO:0006635~fatty acid beta-oxidation,GO:0019290~siderophore biosynthetic process,GO:0030855~epithelial cell differentiation,GO:0042168~heme metabolic process,GO:0046951~ketone body biosynthetic process,GO:0055072~iron ion homeostasis,	GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005829~cytosol,GO:0070062~extracellular exosome,	GO:0003858~3-hydroxybutyrate dehydrogenase activity,GO:0008667~2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase activity,GO:0016491~oxidoreductase activity,GO:0016628~oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor,GO:0051287~NAD binding,	IPR002347:Glucose/ribitol dehydrogenase,IPR003560:2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase,IPR016040:NAD(P)-binding domain,IPR020904:Short-chain dehydrogenase/reductase, conserved site,	hsa00072:Synthesis and degradation of ketone bodies,hsa00650:Butanoate metabolism,hsa01100:Metabolic pathways,				3D-structure,Alternative splicing,Complete proteome,Cytoplasm,NAD,Oxidoreductase,Polymorphism,Proteomics identification,Reference proteome,	active site:Proton acceptor,binding site:NAD,binding site:Substrate,chain:3-hydroxybutyrate dehydrogenase type 2,helix,modified residue,nucleotide phosphate-binding region:NAD,sequence conflict,sequence variant,splice variant,strand,turn,
